name,category_no,category_name,sub_no,sub_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5
科沃斯掃拖 T8AIVI ,19,家電類,135,生活家電,,,,,
TOMMY H. 女外套 ,22,服飾鞋包類,153,女裝,,,,,
COLE HAAN男鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,男鞋,男,,
EC-SDI 美工刀 18MM ,19,家電類,135,生活家電,,,,,
#122697回饋金 ,7,鮮食類,44,米飯類,,,,,
陸寶真好蓋杯 ,15,日用百貨類,114,餐廚用品,杯,,,,
晶華花菇干貝雞湯 ,7,鮮食類,49,小菜/滷味,,,,,
#103565 回饋金 ,7,鮮食類,44,米飯類,,,,,
台灣豬頰肉盒裝 ,13,點心/零食類,83,肉乾/肉紙,,,,,
IRC FOR #1520015 ,21,3C類,143,手機/通訊/週邊,5,2,,,
#132984 回饋金 ,7,鮮食類,44,米飯類,,,,,
可樂娜啤酒355ML ,25,菸酒類,171,啤酒,啤酒,M,酒,,
POKO XL 回饋金 ,7,鮮食類,44,米飯類,,,,,
KS巧克力禮盒 ,13,點心/零食類,94,其他零食,禮盒,S,,,
COUPON FOR #601671 ,21,3C類,143,手機/通訊/週邊,,,,,
ORVIS女緊身褲 ,22,服飾鞋包類,153,女裝,,,,,
女羊毛混紡衛生衣 ,22,服飾鞋包類,153,女裝,,,,,
WEATHERP. 女背心 ,22,服飾鞋包類,153,女裝,,,,,
TOMMY H.  女長褲 ,22,服飾鞋包類,153,女裝,,,,,
EC 森林動物健力架 ,13,點心/零食類,91,糖果,,,,,
#1357896 回饋金 ,7,鮮食類,44,米飯類,,,,,
歐舒適每日拋4.50 ,24,傢俱/家飾類,162,家飾,,,,,
#132083 回饋金 ,7,鮮食類,44,米飯類,,,,,
ANDY&EVAN 童套裝 ,22,服飾鞋包類,152,童裝,,,,,
產銷履歷菠菜600G ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,菜,,
愛爾康星鑽棕2.25 ,19,家電類,135,生活家電,鑽,,,,
RBK-如果文物會說 ,20,書本/文教用品類,139,書籍,,,,,
MOBIL-1 5W40 OIL ,21,3C類,143,手機/通訊/週邊,5,,,,
KS 雙人舒適毯 ,24,傢俱/家飾類,163,寢具,雙人,,,,
MONDETTA男上衣 ,22,服飾鞋包類,154,男裝,男,,,,
40MM GPS MKQ13TA/A ,21,3C類,143,手機/通訊/週邊,,,,,
COUPON FOR PANT ,21,3C類,143,手機/通訊/週邊,,,,,
NEPENTHE SHIRAZ'17 ,21,3C類,143,手機/通訊/週邊,,,,,
BODY WASH回饋金 ,7,鮮食類,44,米飯類,,,,,
S.P.格紋保暖毯 ,24,傢俱/家飾類,163,寢具,,,,,
IRC #121149 ,21,3C類,143,手機/通訊/週邊,2,,,,
S.P動物造型靠墊 ,20,書本/文教用品類,141,文教用品,,,,,
炫閃晶日拋7.00 ,21,3C類,146,相機/攝影/DV,,,,,
薇拉選咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
ML660 智慧電子鎖 ,19,家電類,135,生活家電,,,,,
13 256G BLACK ,21,3C類,143,手機/通訊/週邊,5,2,,,
KS 義大利杏仁脆餅 ,13,點心/零食類,81,餅乾,,,,,
HARIO 手沖壺 ,15,日用百貨類,114,餐廚用品,,,,,
1487665回饋金 ,7,鮮食類,44,米飯類,,,,,
PRADA鏡框PR61TVD ,23,精品類,159,精品／飾品,,,,,
#131781 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC MA:NYO  精華乳 ,16,洗浴清潔/保養類,120,髮部清潔/保養,精,乳,精華,,
BK-HEADSPACE冥想 ,18,戶外休閒用品類,130,運動健身,,,,,
EC 白香米提盒 ,13,點心/零食類,94,其他零食,香,,,,
CNP原生精露 ,24,傢俱/家飾類,162,家飾,,,,,
13 MINI 128G BLUE ,21,3C類,143,手機/通訊/週邊,2,,,,
#87941  回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 艾美特複合濾網 ,15,日用百貨類,110,家庭清潔用品,,,,,
無鹽奶油 1.81KG ,14,民生食材類,95,料理調味,鹽,,,,
酒杯組折價券 ,25,菸酒類,172,紅白酒,酒,,,,
獅子頭(台豬) ,7,鮮食類,43,關東煮,,,,,
EC-5IN1 機器人 ,19,家電類,135,生活家電,,,,,
EC 滑道火車組 ,20,書本/文教用品類,141,文教用品,,,,,
TCL 65P725 顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,65,,,
ELLO  陶瓷馬克杯 ,15,日用百貨類,114,餐廚用品,陶瓷,杯,,,
HAUTE MARONE 2018 ,21,3C類,143,手機/通訊/週邊,2,,,,
20吋SANRIO玩偶 ,13,點心/零食類,91,糖果,S,,,,
米其林225/40 R18 ,14,民生食材類,103,米,,,,,
EC NB 男鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,男鞋,男,,
13 PRO 256G GRAPH ,21,3C類,143,手機/通訊/週邊,5,2,,,
歐舒適雙週拋4.25 ,24,傢俱/家飾類,162,家飾,,,,,
#999987 BD回饋金 ,7,鮮食類,44,米飯類,,,,,
#399318 BD回饋金 ,7,鮮食類,44,米飯類,,,,,
LEVI'S 男童長褲 ,22,服飾鞋包類,152,童裝,褲,S,,,
BK-沙丘 ,7,鮮食類,46,三明治,,,,,
13 MINI 256G BLUE ,21,3C類,143,手機/通訊/週邊,5,2,,,
烤物剝雞腿 ,10,生鮮食品類,67,冷藏調理,雞,烤,腿,,
BK 連老外都在用 ,20,書本/文教用品類,139,書籍,,,,,
CK 女短袖連身睡衣 ,22,服飾鞋包類,156,運動機能服飾,睡衣,女,短袖,,
E.ARMANI S EA2074 ,21,3C類,143,手機/通訊/週邊,2,,,,
EC COUPON #1127226 ,21,3C類,143,手機/通訊/週邊,2,,,,
STANLEY 保溫杯 ,15,日用百貨類,114,餐廚用品,保,保溫,杯,,
EC JAP. 男發熱衣 ,22,服飾鞋包類,151,男女內著,男,,,,
FOODSAVER 配件組 ,22,服飾鞋包類,155,個人服飾配件,組,,,,
EC CASTROL 5W30 ,21,3C類,143,手機/通訊/週邊,5,,,,
P.R.L. 女童上衣 ,22,服飾鞋包類,152,童裝,女童,,,,
EC PRL 男童毛衣 ,22,服飾鞋包類,152,童裝,,,,,
舒適調整座黑 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
32 D. 女保暖衣 ,22,服飾鞋包類,153,女裝,3,,,,
COUPON FOR #122513 ,21,3C類,143,手機/通訊/週邊,5,2,,,
SAMSUNG WF17T6300G ,21,3C類,143,手機/通訊/週邊,,,,,
45GPS MKN53TA/A ,21,3C類,143,手機/通訊/週邊,5,,,,
EC 弧線剪刀 5 入 ,18,戶外休閒用品類,130,運動健身,,,,,
牛頭牌提鍋 16CM ,15,日用百貨類,114,餐廚用品,1,,,,
牛頭牌萬用大鍋 ,15,日用百貨類,114,餐廚用品,,,,,
#103565 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 雙人床組 3P 灰 ,24,傢俱/家飾類,165,床墊,雙人,床,雙人床,,
IRIS 紫外線吸塵器 ,19,家電類,135,生活家電,,,,,
沙公 ,20,書本/文教用品類,139,書籍,,,,,
MAG-HARVARD ,21,3C類,143,手機/通訊/週邊,,,,,
CHAMPION 男外套 ,22,服飾鞋包類,154,男裝,男,,,,
H.G.雙人羽絨被 ,24,傢俱/家飾類,163,寢具,被,雙人,,,
RABBIT 酒瓶提袋組 ,15,日用百貨類,114,餐廚用品,,,,,
J&J ASTIG-800-175* ,21,3C類,143,手機/通訊/週邊,5,,,,
回饋金 $80 ,22,服飾鞋包類,155,個人服飾配件,,,,,
男純羊毛衛生衣 ,22,服飾鞋包類,154,男裝,男,,,,
BK- 世界醫療制度 ,20,書本/文教用品類,139,書籍,度,,,,
ECBK- 陪伴第一線 ,20,書本/文教用品類,139,書籍,,,,,
EC-SUD/COM CHAIR*4 ,21,3C類,143,手機/通訊/週邊,,,,,
EC 杜蕾斯激情裝 ,12,保健食品類,80,醫材/藥品,,,,,
EC 紅玫愛情花盒 ,20,書本/文教用品類,139,書籍,,,,,
沙發回饋金 ,24,傢俱/家飾類,164,傢俱,,,,,
45GPS MKN63TA/A ,21,3C類,143,手機/通訊/週邊,5,,,,
EC 雙加刺繡 4PC ,11,冷凍食品類,76,冷凍微波料理,C,4,,,
1900119 回饋金 ,7,鮮食類,44,米飯類,,,,,
馬牌195/60 R15 ,7,鮮食類,44,米飯類,,,,,
CHAMPION 男長褲 ,22,服飾鞋包類,154,男裝,男,褲,,,
32 D. 女長褲 ,22,服飾鞋包類,153,女裝,3,,,,
GINPO 日本砂鍋 #10 ,17,寵物用品類,129,寵物用品,日本,,,,
TCL 43P725顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,,,,
DYSON 吸塵器 V10 ,19,家電類,135,生活家電,,,,,
IPADMINI6 64G灰 ,18,戶外休閒用品類,130,運動健身,,,,,
41GPS MKN13TA/A ,21,3C類,143,手機/通訊/週邊,,,,,
KS 0W-20 機油 6PK ,19,家電類,135,生活家電,,,,,
FREEDOM D.女外套 ,22,服飾鞋包類,153,女裝,,,,,
#999974 BD 回饋金 ,7,鮮食類,44,米飯類,,,,,
#205303 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
歐舒適雙週拋5.75 ,24,傢俱/家飾類,162,家飾,,,,,
蘇菲安心褲M號 ,15,日用百貨類,108,民生紙品,安心,,,,
米其林215/70 R16 ,14,民生食材類,103,米,,,,,
摩佐羅拉切片乾酪 ,14,民生食材類,95,料理調味,,,,,
NOEL MEAT TAPAS ,21,3C類,143,手機/通訊/週邊,,,,,
LED聖誕雪人家庭 ,24,傢俱/家飾類,162,家飾,,,,,
米其林215/45 R17 ,14,民生食材類,103,米,,,,,
EC 伊萊克斯洗衣機 ,19,家電類,133,大型家電,,,,,
特福深煎鍋 26CM ,18,戶外休閒用品類,131,戶外露營,,,,,
JACKAL V2  遙控車 ,20,書本/文教用品類,141,文教用品,,,,,
EC 安全帶調整器 ,15,日用百貨類,115,汽機車用品類,,,,,
BK-貼紙書 ,20,書本/文教用品類,139,書籍,,,,,
KARBON男長袖上衣 ,22,服飾鞋包類,154,男裝,男,,,,
大金冷暖經典２０ ,20,書本/文教用品類,139,書籍,,,,,
聖誕造型夜燈 3PK ,20,書本/文教用品類,139,書籍,,,,,
IRC #1433889 ,21,3C類,143,手機/通訊/週邊,,,,,
#1225945回饋金 ,7,鮮食類,44,米飯類,,,,,
IRC FOR KS 3L BIB ,21,3C類,143,手機/通訊/週邊,,,,,
633096回饋金 ,7,鮮食類,44,米飯類,,,,,
#1486471回饋金 ,7,鮮食類,44,米飯類,,,,,
噶瑪蘭波本原酒GP ,12,保健食品類,79,美肌/纖體,,,,,
智利櫻桃 ,10,生鮮食品類,63,生鮮水果,,,,,
CK男外套 ,22,服飾鞋包類,154,男裝,男,,,,
COUPON FOR #97494 ,21,3C類,143,手機/通訊/週邊,,,,,
#ACO COFA 回饋金 ,7,鮮食類,44,米飯類,,,,,
#1536068回饋金 ,7,鮮食類,44,米飯類,,,,,
1408925回饋金 ,7,鮮食類,44,米飯類,,,,,
米奇軌道列車組 ,20,書本/文教用品類,141,文教用品,,,,,
IRC #130711 ,21,3C類,143,手機/通訊/週邊,,,,,
EC- 隱密信封 1000P ,20,書本/文教用品類,139,書籍,10,1,,,
EC- 手牌膠帶台藍 ,20,書本/文教用品類,141,文教用品,,,,,
IRC FOR 1526178 ,21,3C類,143,手機/通訊/週邊,5,2,,,
ECBK- 字音字形訓 ,18,戶外休閒用品類,130,運動健身,,,,,
#132032回饋金 ,7,鮮食類,44,米飯類,,,,,
DP850 智慧電子鎖 ,19,家電類,135,生活家電,,,,,
#78828 回饋金 $40 ,7,鮮食類,44,米飯類,,,,,
IRC FOR ELECTRICAL ,21,3C類,143,手機/通訊/週邊,,,,,
#132220回饋金 ,7,鮮食類,44,米飯類,,,,,
#131663 回饋金 ,7,鮮食類,44,米飯類,,,,,
TCL 65C825顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,65,,,
PALLADIUM 鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,,,,
#130982回饋金 ,7,鮮食類,44,米飯類,,,,,
BRITA濾芯折價券 ,19,家電類,134,廚房家電,,,,,
EC 長型紅玫瑰花束 ,13,點心/零食類,91,糖果,,,,,
131414回饋金 ,7,鮮食類,44,米飯類,,,,,
TLJ 齒輪積木 ,20,書本/文教用品類,141,文教用品,,,,,
男羊毛混紡衛生衣 ,22,服飾鞋包類,154,男裝,男,,,,
#134418回饋金 ,7,鮮食類,44,米飯類,,,,,
226093回饋金 ,7,鮮食類,44,米飯類,,,,,
象印保溫杯2入 ,15,日用百貨類,114,餐廚用品,保,保溫,杯,,
#118335 回饋金 ,7,鮮食類,44,米飯類,,,,,
可調式高腳椅 ,18,戶外休閒用品類,131,戶外露營,,,,,
義美綜合湯圓組 ,11,冷凍食品類,76,冷凍微波料理,湯圓,義美,,,
#135222回饋金 ,7,鮮食類,44,米飯類,,,,,
#130693回饋金 ,7,鮮食類,44,米飯類,,,,,
#124247 回饋金 ,7,鮮食類,44,米飯類,,,,,
#456029 回饋金 ,7,鮮食類,44,米飯類,,,,,
茶壺折價券 ,20,書本/文教用品類,139,書籍,,,,,
IKEBEHAR  女斗篷 ,22,服飾鞋包類,153,女裝,,,,,
CKJ男外套 ,22,服飾鞋包類,154,男裝,男,,,,
IRC #130954 ,21,3C類,143,手機/通訊/週邊,5,,,,
1352601回饋金 ,7,鮮食類,44,米飯類,,,,,
#132191折價券 ,10,生鮮食品類,62,生鮮蔬菜,折,2,,,
#131458回饋金 ,7,鮮食類,44,米飯類,,,,,
#129360 回饋金 ,7,鮮食類,44,米飯類,,,,,
KS 耶加雪菲咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
#125287 回饋金 ,7,鮮食類,44,米飯類,,,,,
ECLEAPFROG 購物車 ,15,日用百貨類,110,家庭清潔用品,購物,L,,,
芒果綜合果汁 ,2,飲料類,10,果汁/果醋飲,,,,,
RBK-星系黑洞外星 ,19,家電類,136,美容家電,黑,,,,
131848 回饋金 ,7,鮮食類,44,米飯類,,,,,
#18382 回饋金 ,7,鮮食類,44,米飯類,,,,,
#18382回饋金 ,7,鮮食類,44,米飯類,,,,,
RAINBATH回饋金 ,7,鮮食類,44,米飯類,,,,,
EC SIDIZ 陪讀椅 ,19,家電類,135,生活家電,,,,,
SABATIER 刀具 5PC ,19,家電類,135,生活家電,,,,,
#123857 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
#134090回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR#183337 ,21,3C類,143,手機/通訊/週邊,,,,,
璀璨啡日拋2.50 ,17,寵物用品類,129,寵物用品,,,,,
炫閃晶日拋2.25 ,21,3C類,146,相機/攝影/DV,,,,,
EC 圓頭麥克筆 20PC ,21,3C類,143,手機/通訊/週邊,2,,,,
GTX太陽能壁燈4PK ,21,3C類,147,週邊/耗材,,,,,
BK-加密貨幣之王 ,20,書本/文教用品類,139,書籍,,,,,
SYSMAX 9 格收納 ,21,3C類,143,手機/通訊/週邊,,,,,
NIKE男T恤 ,22,服飾鞋包類,149,品牌鞋款,NIKE,男,,,
EC 中型鐘罩永生花 ,20,書本/文教用品類,139,書籍,,,,,
RBK-飛航科技大解 ,20,書本/文教用品類,139,書籍,,,,,
柳宗理煎盤 18CM ,15,日用百貨類,114,餐廚用品,1,,,,
戶外防潑水野餐墊 ,18,戶外休閒用品類,131,戶外露營,,,,,
FILA 女休閒涼鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,,,,
米其林215/45 R18 ,14,民生食材類,103,米,,,,,
TWINLAB 回饋金 ,7,鮮食類,44,米飯類,,,,,
鋁製風鈴 ,18,戶外休閒用品類,130,運動健身,,,,,
GTX太陽能燈5PK ,18,戶外休閒用品類,130,運動健身,,,,,
NAUTICA 睡衣套組 ,22,服飾鞋包類,151,男女內著,,,,,
哥斯大黎加咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
英國球芽甘藍 ,14,民生食材類,103,米,,,,,
#19930   回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 三星 55TV 音響 ,19,家電類,137,視聽娛樂家電,,,,,
EC S21 ULTRA 殼 ,21,3C類,143,手機/通訊/週邊,2,,,,
CKJ女短袖上衣 ,22,服飾鞋包類,153,女裝,,,,,
#1363228 回饋金 ,7,鮮食類,44,米飯類,,,,,
#5555765回饋金 ,7,鮮食類,44,米飯類,,,,,
BRITA濾水器A1000 ,15,日用百貨類,114,餐廚用品,1,,,,
LIFETIME 個人桌 ,18,戶外休閒用品類,131,戶外露營,,,,,
SKECHERS女健走鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,,,,
COW BRAND沐浴乳 ,16,洗浴清潔/保養類,121,身體清潔/保養,沐浴乳,沐浴,,,
#2100004回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR #91610 ,21,3C類,143,手機/通訊/週邊,,,,,
IC-CAFE AU LAIT ,21,3C類,143,手機/通訊/週邊,,,,,
IRC FOR #8509326 ,21,3C類,143,手機/通訊/週邊,5,2,,,
膠原蛋白回饋金 ,12,保健食品類,79,美肌/纖體,,,,,
SHARP ES-SDU17T ,21,3C類,143,手機/通訊/週邊,,,,,
REEBOK 男短袖上衣 ,22,服飾鞋包類,154,男裝,男,短袖,,,
購物儲值卡 ,20,書本/文教用品類,139,書籍,,,,,
KS 抽屜工具櫃 ,19,家電類,135,生活家電,,,,,
JEZEBEL女睡衣 ,22,服飾鞋包類,156,運動機能服飾,睡衣,女,,,
A&H洗衣精折價卷 ,15,日用百貨類,111,家庭清潔洗劑,洗衣,精,,,
#291663 回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR #134033 ,21,3C類,143,手機/通訊/週邊,,,,,
MSI BRAVO A4DDR ,21,3C類,143,手機/通訊/週邊,,,,,
特選海鮮大盛丼 ,7,鮮食類,44,米飯類,丼,大,,,
科克蘭男 POLO 衫 ,22,服飾鞋包類,155,個人服飾配件,,,,,
RBK-幼兒情商啟蒙 ,20,書本/文教用品類,139,書籍,,,,,
RBK-金永鎮生活 ,2,飲料類,8,茶飲,,,,,
KS  羊毛女襪四入 ,18,戶外休閒用品類,130,運動健身,,,,,
VOGUE FR VO4027B ,21,3C類,143,手機/通訊/週邊,2,,,,
EC APPLE TRACKPAD ,21,3C類,143,手機/通訊/週邊,,,,,
#134537 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC ZFOLD3 GREEN ,21,3C類,143,手機/通訊/週邊,,,,,
EC M.JACOBS MA309S ,21,3C類,143,手機/通訊/週邊,,,,,
#4560029回饋金 ,7,鮮食類,44,米飯類,,,,,
MAC. THE FLYER ,21,3C類,143,手機/通訊/週邊,,,,,
#134357 回饋金 ,7,鮮食類,44,米飯類,,,,,
#132549 回饋金 ,7,鮮食類,44,米飯類,,,,,
STEVE MADDEN女鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,女鞋,,,
#109835回饋金 ,7,鮮食類,44,米飯類,,,,,
#1369109 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC APPLE USB-C/MAG ,21,3C類,143,手機/通訊/週邊,,,,,
粉紅豬小妹遊戲組 ,20,書本/文教用品類,141,文教用品,,,,,
FLORA N. 女家居服 ,22,服飾鞋包類,153,女裝,,,,,
健身工廠一年會籍 ,20,書本/文教用品類,139,書籍,,,,,
LEGO SUPER MARIO ,21,3C類,143,手機/通訊/週邊,,,,,
威滅滅蟑 12 入 ,15,日用百貨類,110,家庭清潔用品,入,1,,,
傳六辣味什錦豆 ,13,點心/零食類,94,其他零食,味,,,,
J&J ASTIG-300-125* ,21,3C類,143,手機/通訊/週邊,5,2,,,
KS40 吋圓形寵物床 ,17,寵物用品類,129,寵物用品,寵物,,,,
IRC FOR DENTAL ,21,3C類,143,手機/通訊/週邊,,,,,
卡士達可鬆麵包6 ,14,民生食材類,100,泡麵,麵,包,6,,
EC G.C. 電動沙發 ,19,家電類,135,生活家電,,,,,
OSIM養身椅OS8208 ,19,家電類,135,生活家電,,,,,
#134514回饋金 ,7,鮮食類,44,米飯類,,,,,
INTEX恐龍戲水池 ,22,服飾鞋包類,155,個人服飾配件,,,,,
#135165回饋金 ,7,鮮食類,44,米飯類,,,,,
CUBII坐式踏步機 ,18,戶外休閒用品類,130,運動健身,,,,,
#128114回饋金 ,7,鮮食類,44,米飯類,,,,,
PQI 100W CHARGER ,21,3C類,143,手機/通訊/週邊,,,,,
文件資料夾 6PK ,20,書本/文教用品類,139,書籍,,,,,
大西瓜9公斤 ,18,戶外休閒用品類,130,運動健身,,,,,
TCL 40'' 顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,,,,
義式麵沙拉 ,7,鮮食類,45,麵食類,麵,義,拉,,
POLICE  兒童太陽 ,22,服飾鞋包類,152,童裝,,,,,
EC 冰滴咖啡壺套組 ,15,日用百貨類,114,餐廚用品,冰,,,,
田園蔬菜沙拉 ,7,鮮食類,48,生鮮蔬果/沙拉,,,,,
#131219回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-PEPPA PIG英語 ,20,書本/文教用品類,139,書籍,,,,,
ECNORTHRIDGE 餐椅 ,24,傢俱/家飾類,164,傢俱,,,,,
#133259 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC TRY 男短袖三入 ,22,服飾鞋包類,154,男裝,男,入,短袖,,
SUNMAID葡萄乾 ,13,點心/零食類,88,果乾,S,乾,葡萄乾,葡萄,
BK-沒有女人的男 ,20,書本/文教用品類,139,書籍,,,,,
富紐翠藍莓凍乾 ,13,點心/零食類,82,堅果,乾,,,,
EC 園藝樹枝剪刀組 ,18,戶外休閒用品類,131,戶外露營,組,,,,
EC JABRA TALK 25 ,21,3C類,143,手機/通訊/週邊,5,2,,,
WENGER 17IN背包 ,22,服飾鞋包類,155,個人服飾配件,,,,,
WD-40 防鏽潤滑劑 ,15,日用百貨類,115,汽機車用品類,劑,,,,
COUPON FOR#116100 ,21,3C類,143,手機/通訊/週邊,,,,,
ADIDAS兒童上衣 ,22,服飾鞋包類,152,童裝,S,,,,
DYSON涼風空淨機 ,15,日用百貨類,110,家庭清潔用品,機,,,,
G-SHOCK 藍牙錶 ,21,3C類,143,手機/通訊/週邊,藍,,,,
#116506回饋金 ,7,鮮食類,44,米飯類,,,,,
H&S 抗屑洗髮乳 ,16,洗浴清潔/保養類,120,髮部清潔/保養,髮,洗,乳,,
FOODSAVER 保鮮機 ,19,家電類,134,廚房家電,機,,,,
IWAKI 玻璃微波盒 ,15,日用百貨類,114,餐廚用品,玻璃,盒,微波,,
SD 折疊購物車 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
#125600回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR #83269 ,21,3C類,143,手機/通訊/週邊,2,,,,
HOMEPOD MINI 白 ,17,寵物用品類,127,狗食,D,,,,
來復易看護墊 ,15,日用百貨類,108,民生紙品,復,來,易,,
GISELE 水晶立燈 ,19,家電類,135,生活家電,,,,,
海尼根500MLX24CA ,25,菸酒類,171,啤酒,M,,,,
B.L.雙人床包6 PC ,24,傢俱/家飾類,163,寢具,床,雙人,,,
E.ARMANI框3167D ,21,3C類,143,手機/通訊/週邊,,,,,
45 公升摺疊收納籃 ,18,戶外休閒用品類,131,戶外露營,,,,,
#129677回饋金 ,7,鮮食類,44,米飯類,,,,,
#116901 回饋金 ,7,鮮食類,44,米飯類,,,,,
HAPE音樂學步車 ,20,書本/文教用品類,141,文教用品,,,,,
FEIT 23W 白光燈泡 ,19,家電類,135,生活家電,3,,,,
COUPON FOR 1433889 ,21,3C類,143,手機/通訊/週邊,,,,,
風火輪 50 台小車 ,20,書本/文教用品類,141,文教用品,,,,,
EC CK 男襯衫 ,22,服飾鞋包類,154,男裝,男,,,,
RAYBAN太陽4323F ,17,寵物用品類,127,狗食,,,,,
EGGS動福蛋MX10 ,10,生鮮食品類,67,冷藏調理,蛋,,,,
紐麥福保久乳24PK ,21,3C類,147,週邊/耗材,,,,,
CASA萊賽爾長抱枕 ,24,傢俱/家飾類,162,家飾,,,,,
L.C. 編織紋舒適毯 ,24,傢俱/家飾類,163,寢具,,,,,
COUPON FOR #132545 ,21,3C類,143,手機/通訊/週邊,5,2,,,
EC GUNZE 男長褲 ,22,服飾鞋包類,154,男裝,男,褲,,,
一點絕凝膠餌劑 ,15,日用百貨類,110,家庭清潔用品,,,,,
EC 剔雅牙籤刷 ,16,洗浴清潔/保養類,122,口腔保健,,,,,
BK-CNN主播教你 ,20,書本/文教用品類,139,書籍,,,,,
ECOSTORE純淨香皂 ,16,洗浴清潔/保養類,121,身體清潔/保養,皂,,,,
勳風電蚊燈拍 ,19,家電類,135,生活家電,,,,,
PYREX 玻璃調理碗 ,15,日用百貨類,114,餐廚用品,玻璃,碗,,,
RS蜂蜜蘋果醋 ,2,飲料類,10,果汁/果醋飲,,,,,
RAYBAN SUN RJ9549S ,21,3C類,143,手機/通訊/週邊,5,,,,
NAUTICA 男襯衫 ,22,服飾鞋包類,155,個人服飾配件,,,,,
#121854 回饋金 380 ,7,鮮食類,44,米飯類,,,,,
LE DIFESE 2019 ,21,3C類,143,手機/通訊/週邊,2,,,,
IRC #1427593 ,21,3C類,143,手機/通訊/週邊,5,2,,,
#225553回饋金 ,7,鮮食類,44,米飯類,,,,,
#1528280 回饋金 ,7,鮮食類,44,米飯類,,,,,
HW瑪利歐賽車組 ,20,書本/文教用品類,141,文教用品,,,,,
114933 回饋金 ,7,鮮食類,44,米飯類,,,,,
美國茂谷柑 ,10,生鮮食品類,63,生鮮水果,,,,,
COUPON FOR #125808 ,21,3C類,143,手機/通訊/週邊,5,2,,,
EC BK-FOOD 超人 ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
IRC FOR #131447 ,21,3C類,143,手機/通訊/週邊,,,,,
FILA 男短袖上衣 ,22,服飾鞋包類,154,男裝,男,短袖,,,
IGLOO 90QT 冰桶 ,18,戶外休閒用品類,131,戶外露營,IGLOO,,,,
南六口罩黑 200 ,12,保健食品類,80,醫材/藥品,,,,,
EC 滑鼠淺灰 ARC ,21,3C類,144,桌機/筆電/平板,,,,,
EPSON T03Y 墨水組 ,21,3C類,147,週邊/耗材,,,,,
VIGOSS女童裝套組 ,22,服飾鞋包類,152,童裝,女童,S,,,
EC 雙人床組 3PC ,24,傢俱/家飾類,165,床墊,雙人,床,雙人床,,
APACHE 刮泥踏墊 ,15,日用百貨類,115,汽機車用品類,,,,,
#133611回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-別做熱愛的事 ,20,書本/文教用品類,139,書籍,,,,,
BAYSIDE八格櫃 ,24,傢俱/家飾類,164,傢俱,,,,,
EC TEDBAKER S 1644 ,21,3C類,143,手機/通訊/週邊,,,,,
GUCCI太陽G0281SA ,23,精品類,159,精品／飾品,太陽,,,,
132972 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC COUPON 132574 ,21,3C類,143,手機/通訊/週邊,5,2,,,
#126487 回饋金 ,7,鮮食類,44,米飯類,,,,,
ADIDAS 男休閒短褲 ,22,服飾鞋包類,154,男裝,男,休閒,褲,短褲,
BK-AMAZING EARTH ,21,3C類,143,手機/通訊/週邊,,,,,
B.L.雙加床包6 PC ,24,傢俱/家飾類,163,寢具,床,,,,
SWITCH SPORTS ,21,3C類,143,手機/通訊/週邊,,,,,
JEZEBEL 女睡衣 ,22,服飾鞋包類,156,運動機能服飾,睡衣,女,,,
LG 竹鹽護齦牙膏 ,16,洗浴清潔/保養類,122,口腔保健,牙膏,,,,
EC ORIGINE  頭盔 ,18,戶外休閒用品類,130,運動健身,,,,,
#130702回饋金 ,7,鮮食類,44,米飯類,,,,,
